Datetime,Class,Distance (m),Drone Lat,Drone Lon,Drone Heading,Object Lat,Object Lon,Object Heading
2024/05/14-11:54:41,trash_1,6.070928693263945,37.4191588,-5.9990561,350.71,37.41921342479949,-5.999052500536243,363.0084953478018
2024/05/14-11:54:42,trash_0,6.277797003264777,37.4191588,-5.9990561,350.71,37.41921444266573,-5.999043351296685,370.3560251442123
2024/05/14-11:54:42,trash_1,6.155599290728392,37.4191588,-5.9990561,350.71,37.41921421415213,-5.999053179532612,362.40700423313723
2024/05/14-11:54:42,trash_0,6.222626273024774,37.4191588,-5.9990561,350.71,37.41921408035946,-5.9990443658049,369.6091391667352
2024/05/14-11:54:42,trash_1,6.1602214914799625,37.4191588,-5.9990561,350.71,37.41921428306772,-5.999054155755302,361.60095155953
2024/05/14-11:54:42,trash_0,6.220788343014721,37.4191592,-5.9990563,353.64,37.4192142513435,-5.999043090430512,370.8343178248781
2024/05/14-11:54:42,trash_1,6.0389587523168435,37.4191592,-5.9990563,353.64,37.419213542164286,-5.9990528413967406,362.90597572361605
2024/05/14-11:54:42,trash_0,6.185468318960911,37.4191592,-5.9990563,353.64,37.419214231136564,-5.999045251526724,369.0975233791219
2024/05/14-11:54:42,trash_1,5.971159602256867,37.4191592,-5.9990563,353.64,37.41921299204677,-5.999055052280737,361.0598637973309
2024/05/14-11:54:42,trash_0,6.157464381535084,37.4191596,-5.9990565,356.64,37.41921400136409,-5.999042851052303,371.31596025190686
2024/05/14-11:54:42,trash_1,5.901135618547343,37.4191596,-5.9990565,356.64,37.41921268563948,-5.999052739062484,363.2341358765412
